Valor da Transação,Data/Hora da Transação,Localização da Transação,Data criação conta recebedor,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Data ativação do cartão,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(histórico pagamento),Classe(emprego fixo),Tempo desde a ultima transação,Dispositivo de acesso novo?
367.5,2025-04-20 15:42:33,"-84.287723, -32.807903",2016-08-06 15:42:33,0,0,1,65,1,10000,1,3,2016-08-16 15:42:33,10,5,155.19,inadimplente,0,2025-04-03 18:31:41,0
502.67,2025-04-26 01:36:37,"-57.874747, 13.413055",2019-04-22 01:36:37,0,1,0,18,0,5000,1,5,2019-06-30 01:36:37,6,4,159.25,atrasado,0,2025-04-14 01:14:17,1
1280.63,2024-08-30 03:54:32,"-27.691248, -80.766098",2014-10-08 03:54:32,0,0,0,71,0,2000,0,0,2014-10-20 03:54:32,9,0,228.16,atrasado,0,2024-08-18 06:46:23,0
450.37,2025-07-10 16:48:40,"-17.592237, -95.63786",2023-01-03 16:48:40,0,0,0,82,1,2000,1,4,2023-03-20 16:48:40,10,2,278.66,bom,1,2025-07-03 17:54:03,0
165.61,2024-02-17 04:08:37,"-15.559163, -80.944589",2017-10-21 04:08:37,0,1,1,81,0,5000,1,4,2017-11-30 04:08:37,6,3,298.1,bom,1,2024-01-29 21:32:09,0
3.43,2024-12-29 05:04:57,"45.794898, -9.533225",2015-05-23 05:04:57,0,0,1,36,1,1000,1,3,2015-08-02 05:04:57,8,1,199.75,atrasado,0,2024-12-16 19:59:28,0
17.39,2024-05-15 05:27:55,"-30.552661, -151.534644",2019-03-31 05:27:55,1,0,0,42,0,5000,1,5,2019-06-16 05:27:55,9,0,332.27,bom,0,2024-04-16 16:52:51,0
411.18,2025-05-05 11:15:32,"-3.709043, 133.010587",2021-07-12 11:15:32,1,0,0,45,0,1000,1,1,2021-10-09 11:15:32,9,5,217.28,bom,1,2025-04-23 20:25:06,1
982.42,2024-11-05 16:07:28,"49.592499, -42.961772",2018-10-13 16:07:28,1,0,1,51,1,20000,1,3,2018-10-25 16:07:28,7,2,369.01,bom,1,2024-10-21 11:32:38,1
75.92,2024-05-12 18:12:24,"-81.771219, 131.070543",2015-12-20 18:12:24,0,1,0,51,1,5000,0,1,2016-01-31 18:12:24,3,3,259.88,inadimplente,0,2024-04-18 12:28:42,1
3.67,2025-04-17 10:33:07,"-43.681184, 115.773098",2017-02-05 10:33:07,1,1,1,39,1,2000,0,5,2017-04-15 10:33:07,7,1,322.41,inadimplente,0,2025-03-23 00:06:45,0
23.0,2025-04-15 18:48:48,"61.032329, -153.241052",2016-01-13 18:48:48,0,0,0,70,0,2000,0,5,2016-02-01 18:48:48,0,1,301.26,inadimplente,1,2025-03-28 16:00:11,0
1045.07,2023-08-23 19:05:05,"21.210342, 60.031703",2016-08-24 19:05:05,1,0,1,20,0,20000,1,0,2016-08-26 19:05:05,8,5,445.11,atrasado,1,2023-08-22 23:06:44,1
181.84,2024-08-20 20:38:45,"55.110186, 147.518412",2023-05-10 20:38:45,0,0,0,48,0,20000,1,2,2023-06-13 20:38:45,6,0,395.93,atrasado,1,2024-07-29 13:52:29,0
263.35,2023-10-19 07:47:08,"88.241946, -98.691389",2016-01-18 07:47:08,0,1,0,29,1,10000,1,4,2016-03-18 07:47:08,0,5,518.98,bom,0,2023-10-15 07:26:58,1
97.46,2024-09-03 02:33:26,"62.159363, 52.166607",2020-11-17 02:33:26,0,0,0,47,0,20000,1,2,2020-11-22 02:33:26,1,5,219.17,atrasado,0,2024-08-25 09:35:39,1
186.92,2023-11-16 13:51:32,"-87.181543, -105.423078",2022-03-06 13:51:32,1,0,0,56,0,20000,0,4,2022-04-24 13:51:32,10,4,224.09,atrasado,1,2023-11-09 18:48:17,0
1099.49,2023-09-27 12:26:29,"0.142713, 170.756398",2023-01-21 12:26:29,0,1,1,47,0,5000,1,2,2023-01-24 12:26:29,10,2,315.04,atrasado,1,2023-09-16 10:38:28,1
359.36,2025-02-15 06:21:06,"9.54679, -44.846281",2022-12-18 06:21:06,1,0,0,55,0,1000,0,2,2023-01-06 06:21:06,6,5,395.04,inadimplente,0,2025-01-27 08:24:33,1
346.3,2023-10-09 16:48:24,"-25.073959, -147.052646",2020-03-26 16:48:24,1,0,1,52,0,2000,0,1,2020-05-20 16:48:24,7,4,242.31,inadimplente,1,2023-10-04 16:27:43,0
725.49,2023-11-04 23:32:05,"-73.868608, 19.51913",2017-01-24 23:32:05,1,0,1,19,1,10000,1,0,2017-04-05 23:32:05,3,4,167.98,inadimplente,0,2023-10-17 11:57:00,0
809.71,2024-11-10 19:10:36,"-65.008789, -71.592744",2019-04-02 19:10:36,0,0,0,39,1,5000,1,2,2019-06-02 19:10:36,1,2,483.15,atrasado,0,2024-10-17 17:31:30,0
13.88,2025-02-16 07:56:24,"-7.584906, -131.223771",2024-12-21 07:56:24,1,0,1,66,1,10000,1,3,2025-03-14 07:56:24,9,1,417.94,atrasado,1,2025-01-18 01:08:53,0
1309.28,2024-08-23 22:35:33,"-3.778246, -116.050582",2020-02-05 22:35:33,1,0,1,80,0,5000,1,2,2020-03-26 22:35:33,5,0,253.08,inadimplente,0,2024-07-26 04:35:53,0
270.52,2023-07-26 14:01:30,"32.708274, 18.035697",2015-05-01 14:01:30,1,0,0,74,1,1000,1,5,2015-07-03 14:01:30,2,5,288.55,atrasado,0,2023-07-14 07:37:47,0
160.75,2023-09-27 14:57:22,"38.74255, 104.067635",2022-10-30 14:57:22,1,0,1,69,1,20000,0,2,2023-01-27 14:57:22,8,4,423.78,inadimplente,0,2023-09-22 07:31:54,0
17.41,2023-08-30 15:01:02,"28.368296, -52.196825",2016-04-28 15:01:02,0,0,1,60,1,1000,0,0,2016-05-31 15:01:02,3,4,300.52,inadimplente,0,2023-08-08 23:38:52,1
439.58,2024-10-14 12:30:41,"-19.59585, 98.043204",2018-02-08 12:30:41,0,1,1,21,1,1000,1,3,2018-02-18 12:30:41,1,5,304.7,bom,1,2024-09-29 09:07:59,1
568.43,2025-02-03 23:03:04,"-8.040126, -105.527763",2019-08-06 23:03:04,1,0,1,30,1,10000,1,0,2019-09-13 23:03:04,0,5,193.24,bom,0,2025-01-18 07:20:11,0
924.07,2024-12-26 10:11:41,"31.88508, -120.832527",2016-08-07 10:11:41,0,0,0,38,1,20000,1,3,2016-09-05 10:11:41,6,5,285.76,bom,0,2024-12-05 10:43:18,1
77.88,2025-01-07 23:48:32,"-84.745391, 41.078497",2022-09-22 23:48:32,1,0,1,67,0,2000,0,2,2022-12-21 23:48:32,1,4,146.59,bom,0,2024-12-21 05:37:45,1
36.16,2024-05-08 02:59:02,"-54.52663, -138.976211",2016-09-30 02:59:02,1,0,1,67,1,20000,0,2,2016-11-14 02:59:02,7,4,427.77,bom,1,2024-04-08 07:03:28,0
220.38,2025-02-17 07:32:16,"30.979815, -67.253132",2022-05-17 07:32:16,1,0,0,41,1,2000,1,3,2022-08-01 07:32:16,2,4,417.93,atrasado,1,2025-02-08 07:07:09,1
240.83,2024-08-16 17:27:05,"24.390296, 69.635854",2017-04-23 17:27:05,0,0,0,80,1,2000,0,2,2017-06-19 17:27:05,9,0,306.75,atrasado,0,2024-07-24 04:50:28,0
627.83,2025-05-13 04:48:50,"-54.876872, -41.780097",2018-12-26 04:48:50,1,0,1,80,1,10000,1,1,2019-01-05 04:48:50,9,0,364.54,bom,1,2025-05-11 14:43:17,1
365.3,2023-09-12 09:21:19,"-49.528185, -76.078688",2014-11-11 09:21:19,1,0,1,83,0,20000,0,2,2015-01-19 09:21:19,5,4,436.86,bom,1,2023-08-16 20:48:28,0
43.98,2025-07-17 12:48:20,"88.159631, -143.130082",2016-02-26 12:48:20,0,0,1,22,1,5000,1,0,2016-04-22 12:48:20,1,1,405.84,bom,1,2025-06-17 21:47:57,1
149.39,2023-12-30 17:50:52,"-60.123309, -129.875412",2021-08-06 17:50:52,0,0,0,62,1,20000,0,2,2021-11-04 17:50:52,4,2,124.13,inadimplente,1,2023-12-05 18:30:40,0
703.52,2023-07-20 07:03:23,"-65.593997, 90.033889",2018-11-08 07:03:23,0,0,1,34,0,2000,0,5,2018-12-19 07:03:23,3,5,450.24,atrasado,1,2023-07-13 09:24:52,1
151.52,2024-07-10 19:39:26,"23.006308, -44.937962",2023-08-06 19:39:26,0,0,1,83,1,5000,1,3,2023-09-16 19:39:26,9,0,307.41,inadimplente,0,2024-06-18 13:31:31,1
594.94,2023-09-13 07:57:51,"63.019123, 106.444054",2019-02-27 07:57:51,0,1,1,45,1,5000,1,2,2019-04-11 07:57:51,8,4,129.66,bom,1,2023-08-27 15:28:43,0
184.38,2024-07-10 07:04:50,"-81.730273, 45.424628",2015-01-22 07:04:50,1,1,0,33,0,10000,1,0,2015-03-17 07:04:50,3,5,294.45,bom,1,2024-07-02 13:51:31,1
203.55,2025-04-05 14:16:28,"-73.198803, -50.243262",2024-04-03 14:16:28,1,0,0,24,1,5000,0,3,2024-06-25 14:16:28,1,5,169.55,bom,0,2025-03-26 05:37:15,1
23.67,2023-09-14 13:06:01,"-75.97103, 33.724619",2017-10-18 13:06:01,1,0,0,19,1,1000,1,5,2017-11-03 13:06:01,7,0,366.97,bom,1,2023-09-10 05:01:20,0
41.11,2025-04-13 04:26:35,"-71.423724, -47.677792",2021-11-05 04:26:35,0,0,1,35,0,1000,0,4,2022-01-27 04:26:35,2,3,336.66,atrasado,0,2025-04-05 20:04:46,1
60.22,2023-09-12 12:38:15,"20.893682, -20.741807",2021-03-07 12:38:15,0,0,0,35,0,20000,1,2,2021-04-30 12:38:15,5,1,206.01,bom,1,2023-09-08 10:28:51,0
681.29,2024-06-03 06:06:50,"9.611394, 36.002832",2017-07-12 06:06:50,1,0,0,56,0,20000,0,5,2017-08-31 06:06:50,4,5,201.43,bom,0,2024-05-10 05:31:41,1
64.07,2024-09-27 23:17:15,"-69.706141, -0.150285",2017-12-31 23:17:15,0,0,0,64,1,2000,1,4,2018-02-22 23:17:15,5,4,350.4,inadimplente,0,2024-09-05 02:30:57,0
55.51,2025-02-24 16:50:17,"-86.995908, -155.688275",2022-02-17 16:50:17,0,0,0,25,1,20000,1,5,2022-04-22 16:50:17,6,3,289.3,inadimplente,1,2025-02-20 16:48:10,0
69.33,2024-06-28 03:38:37,"-40.055808, -68.433521",2018-09-04 03:38:37,0,0,0,59,1,20000,0,2,2018-12-02 03:38:37,6,5,196.48,bom,0,2024-06-16 06:48:15,0
210.0,2024-12-26 05:01:56,"76.432996, -138.244831",2018-01-15 05:01:56,0,0,1,40,0,1000,0,5,2018-01-16 05:01:56,2,3,230.03,atrasado,1,2024-12-18 02:30:23,1
620.44,2025-04-15 11:15:34,"-67.152491, 101.204633",2022-03-12 11:15:34,0,1,0,60,1,5000,0,2,2022-05-24 11:15:34,10,0,321.4,atrasado,1,2025-03-21 16:09:20,1
18.91,2024-04-08 19:18:37,"-80.02096, 129.369522",2022-04-26 19:18:37,1,0,0,50,0,20000,0,1,2022-06-30 19:18:37,0,0,361.42,bom,0,2024-04-06 13:44:17,1
61.19,2024-02-24 19:21:20,"-24.484231, 151.281556",2022-01-22 19:21:20,0,0,1,46,1,2000,1,5,2022-03-03 19:21:20,4,0,375.75,inadimplente,1,2024-02-19 00:14:37,0
138.84,2024-03-15 12:32:44,"-57.718017, 109.561687",2023-08-10 12:32:44,1,0,0,77,1,5000,1,0,2023-10-19 12:32:44,7,0,148.48,atrasado,0,2024-03-01 08:48:46,1
186.27,2024-03-28 06:11:38,"43.123678, -92.669762",2020-01-11 06:11:38,1,0,0,49,0,1000,1,0,2020-02-09 06:11:38,8,2,436.69,inadimplente,0,2024-03-11 23:52:14,0
11.21,2024-10-11 22:33:35,"46.607248, -44.541061",2016-06-02 22:33:35,1,0,0,44,0,10000,1,0,2016-06-20 22:33:35,4,0,357.66,bom,0,2024-09-16 16:59:47,1
215.03,2024-04-09 09:15:57,"36.152444, -45.902889",2015-10-21 09:15:57,0,0,0,82,0,10000,0,4,2016-01-01 09:15:57,0,3,331.13,inadimplente,0,2024-03-28 21:24:25,1
34.01,2025-02-26 04:30:41,"-43.021631, -66.59679",2016-02-04 04:30:41,1,0,1,58,1,5000,0,0,2016-02-29 04:30:41,2,4,139.36,bom,0,2025-02-21 01:24:41,0
94.1,2025-03-26 13:01:55,"-9.077985, -66.948016",2023-10-19 13:01:55,1,0,0,75,1,10000,1,0,2023-10-30 13:01:55,2,5,320.35,atrasado,0,2025-03-16 02:30:53,1
6.08,2023-12-10 23:41:11,"-63.301716, 76.016663",2019-11-14 23:41:11,1,0,0,56,1,2000,0,3,2020-01-10 23:41:11,8,5,235.34,inadimplente,0,2023-12-06 09:19:25,1
38.27,2024-03-07 22:30:13,"-71.656677, 105.771507",2022-09-27 22:30:13,0,0,0,46,0,2000,1,2,2022-12-23 22:30:13,10,5,191.85,bom,1,2024-03-04 07:08:14,0
270.12,2025-05-11 17:20:27,"89.489057, -108.809879",2018-01-13 17:20:27,1,0,0,29,1,1000,0,3,2018-01-19 17:20:27,2,4,299.2,atrasado,1,2025-04-17 15:18:43,0
27.28,2024-01-27 13:14:44,"-21.108701, -26.400953",2020-01-09 13:14:44,0,0,0,53,1,10000,0,0,2020-03-27 13:14:44,9,4,447.99,bom,1,2024-01-03 07:59:41,1
265.18,2024-05-11 09:20:33,"68.900143, -7.548865",2023-04-18 09:20:33,1,0,1,35,1,2000,0,5,2023-06-26 09:20:33,0,3,196.28,inadimplente,1,2024-04-18 02:28:11,1
100.13,2024-09-06 16:04:43,"-28.073858, 23.634401",2020-12-29 16:04:43,1,0,1,41,0,5000,0,0,2021-02-02 16:04:43,0,3,280.97,inadimplente,1,2024-08-09 07:40:56,0
311.47,2024-03-07 06:43:42,"85.316375, -143.951639",2016-09-25 06:43:42,0,0,1,25,0,20000,1,2,2016-10-17 06:43:42,2,1,160.14,inadimplente,1,2024-02-18 20:42:57,0
32.2,2024-07-05 20:30:41,"36.621519, -53.394427",2018-01-23 20:30:41,0,0,0,81,1,2000,1,0,2018-02-03 20:30:41,0,1,356.3,inadimplente,0,2024-07-04 21:17:37,1
84.69,2024-05-30 12:49:08,"-89.876971, 150.442627",2022-01-26 12:49:08,0,0,1,40,1,1000,0,1,2022-04-11 12:49:08,2,0,240.76,inadimplente,1,2024-05-27 00:18:49,1
57.12,2023-09-21 09:31:13,"36.816842, 58.370239",2017-01-25 09:31:13,0,0,1,56,1,2000,0,5,2017-03-21 09:31:13,10,3,213.6,inadimplente,1,2023-09-12 22:33:35,1
25.09,2024-02-25 04:05:26,"-49.817301, 32.022056",2022-02-07 04:05:26,1,0,1,55,0,2000,0,5,2022-04-21 04:05:26,6,4,327.05,bom,0,2024-01-26 22:15:25,1
35.65,2024-06-07 06:36:44,"75.786879, 168.311407",2021-11-16 06:36:44,0,0,1,36,1,1000,0,2,2021-12-26 06:36:44,2,5,294.98,bom,1,2024-05-16 14:15:03,0
1046.72,2023-10-01 18:42:29,"-42.261761, -90.165289",2022-11-28 18:42:29,1,0,1,31,0,1000,1,3,2023-01-20 18:42:29,2,3,242.32,atrasado,1,2023-09-14 17:29:39,1
56.22,2025-02-11 04:04:42,"-71.742859, -7.38387",2015-05-06 04:04:42,0,0,0,75,0,1000,1,0,2015-06-15 04:04:42,4,0,375.54,bom,1,2025-02-02 21:53:30,1
795.12,2024-07-04 17:42:44,"-61.037191, -152.999128",2023-05-20 17:42:44,1,0,1,21,1,2000,1,1,2023-05-26 17:42:44,1,2,133.06,bom,0,2024-06-14 20:52:00,1
440.24,2025-03-20 12:29:14,"28.907621, -72.935767",2024-01-23 12:29:14,0,0,1,80,0,1000,1,0,2024-03-17 12:29:14,1,2,354.34,inadimplente,1,2025-03-10 19:50:58,0
117.33,2025-04-10 00:21:09,"-85.367575, -118.500411",2021-12-02 00:21:09,0,0,1,32,1,10000,1,3,2022-02-24 00:21:09,4,0,137.25,inadimplente,1,2025-04-01 00:57:01,1
36.59,2024-03-04 02:31:11,"69.388685, -47.015401",2019-02-04 02:31:11,0,0,1,74,1,5000,0,2,2019-04-17 02:31:11,0,1,304.81,inadimplente,0,2024-02-28 22:39:49,1
102.17,2024-08-31 05:41:08,"55.472428, -30.964805",2016-02-07 05:41:08,0,0,0,67,1,20000,1,4,2016-03-08 05:41:08,7,2,293.39,bom,1,2024-08-29 13:13:27,0
228.16,2024-03-29 12:09:25,"-68.349263, 92.587952",2022-03-22 12:09:25,0,0,0,42,0,1000,1,0,2022-06-17 12:09:25,6,1,178.9,inadimplente,0,2024-02-29 14:52:35,1
123.12,2024-03-17 05:30:47,"-32.445092, 81.757083",2015-01-28 05:30:47,0,0,0,67,1,20000,1,2,2015-04-04 05:30:47,7,0,400.63,inadimplente,1,2024-03-11 18:25:09,1
88.17,2023-08-25 23:06:55,"-63.064382, 23.973814",2017-01-12 23:06:55,0,0,0,30,1,20000,1,3,2017-02-14 23:06:55,6,5,242.31,atrasado,1,2023-08-24 03:27:53,0
428.42,2025-01-24 23:01:20,"-40.425454, -128.213039",2018-02-27 23:01:20,1,0,0,68,1,2000,0,5,2018-04-28 23:01:20,4,2,52.84,bom,1,2025-01-10 05:56:16,1
128.71,2023-12-25 23:30:56,"-39.537602, -3.017083",2016-02-04 23:30:56,0,1,0,35,1,10000,1,2,2016-03-28 23:30:56,9,5,220.31,bom,0,2023-12-04 12:52:43,0
532.68,2024-05-05 13:49:37,"74.417905, -33.41867",2018-10-30 13:49:37,1,1,0,83,0,1000,1,5,2019-01-02 13:49:37,6,1,337.11,inadimplente,0,2024-04-27 03:24:30,0
835.84,2024-02-11 16:29:11,"67.5325, -107.738361",2023-05-21 16:29:11,0,0,0,76,0,5000,0,2,2023-07-07 16:29:11,7,4,239.6,atrasado,0,2024-02-10 04:52:40,0
20.64,2024-08-27 19:06:47,"-22.955983, 33.855694",2022-08-01 19:06:47,1,0,1,62,0,5000,0,2,2022-08-04 19:06:47,6,0,416.78,bom,0,2024-08-17 01:13:14,0
45.17,2024-11-06 19:28:54,"31.985144, -83.129911",2020-03-05 19:28:54,0,0,0,78,0,2000,0,1,2020-04-06 19:28:54,9,2,325.44,inadimplente,1,2024-10-17 05:42:40,1
67.55,2023-07-28 01:31:23,"63.285511, -14.760713",2021-01-16 01:31:23,1,0,1,84,1,20000,0,0,2021-03-22 01:31:23,10,2,339.45,inadimplente,1,2023-07-13 13:46:25,0
328.26,2024-09-28 23:46:57,"-3.287085, -58.937885",2021-07-24 23:46:57,1,0,1,51,1,2000,0,4,2021-08-23 23:46:57,0,4,257.9,atrasado,1,2024-09-22 04:45:11,0
133.34,2024-02-20 12:42:50,"27.972103, 179.088876",2021-02-23 12:42:50,1,0,1,67,0,20000,0,2,2021-03-23 12:42:50,10,4,420.12,inadimplente,1,2024-02-03 03:02:05,1
173.48,2023-09-11 03:22:53,"62.175464, 122.62993",2013-10-13 03:22:53,0,0,1,30,1,2000,1,5,2013-12-23 03:22:53,2,5,259.19,atrasado,0,2023-08-31 08:26:15,1
186.35,2023-12-30 13:02:02,"-49.800973, 133.715604",2019-03-14 13:02:02,1,0,1,51,1,10000,0,3,2019-03-20 13:02:02,10,4,301.84,inadimplente,0,2023-12-07 14:51:30,0
79.27,2024-12-24 19:30:20,"0.085927, 132.299192",2020-08-14 19:30:20,1,0,1,24,0,2000,0,2,2020-10-05 19:30:20,9,3,467.64,bom,1,2024-12-16 01:22:29,0
145.3,2024-04-28 16:09:22,"-2.235448, 47.171798",2022-04-05 16:09:22,1,0,0,18,1,5000,0,1,2022-06-17 16:09:22,2,3,323.56,bom,0,2024-03-29 20:14:08,1
37.29,2024-10-12 04:14:47,"24.027757, -34.778347",2019-05-07 04:14:47,1,1,0,22,0,5000,0,2,2019-07-13 04:14:47,3,0,377.09,inadimplente,0,2024-09-30 02:20:48,0
296.42,2024-03-22 19:24:17,"34.834454, -56.034081",2022-09-11 19:24:17,0,0,1,82,1,2000,0,0,2022-10-19 19:24:17,4,3,333.85,inadimplente,1,2024-03-01 18:08:54,0
290.33,2025-03-13 21:48:40,"-28.308089, 144.498159",2021-02-01 21:48:40,0,0,0,69,0,2000,0,5,2021-02-17 21:48:40,3,5,258.47,bom,0,2025-03-07 22:19:02,1
672.99,2023-10-21 15:55:38,"37.999816, 105.165776",2019-07-08 15:55:38,1,0,0,24,0,1000,0,5,2019-07-22 15:55:38,6,3,254.06,atrasado,0,2023-09-25 02:17:50,1
85.7,2023-09-08 08:42:20,"-4.608659, -124.874245",2015-10-23 08:42:20,0,0,1,71,0,20000,1,4,2016-01-08 08:42:20,2,3,215.02,bom,0,2023-08-25 15:19:42,0
10.23,2024-08-16 21:26:18,"51.256812, -0.813937",2017-09-18 21:26:18,0,0,1,84,0,5000,1,2,2017-10-08 21:26:18,0,4,347.9,atrasado,0,2024-07-24 13:25:28,1
125.6,2024-01-09 01:17:09,"-47.789052, -175.410216",2022-12-11 01:17:09,0,0,1,37,0,20000,0,5,2022-12-23 01:17:09,4,5,333.37,bom,1,2023-12-25 16:23:42,1
35.17,2024-07-26 23:00:16,"-6.430076, -144.068791",2022-07-12 23:00:16,0,0,1,64,1,10000,0,0,2022-07-17 23:00:16,0,1,273.01,inadimplente,0,2024-07-11 00:05:13,1
478.8,2025-01-07 07:03:35,"71.014971, 163.832096",2021-12-06 07:03:35,0,0,1,61,0,1000,1,3,2022-02-02 07:03:35,4,3,202.12,inadimplente,1,2024-12-17 19:41:50,0
78.12,2025-03-31 21:25:44,"-69.64982, 70.621154",2024-07-04 21:25:44,0,0,0,71,1,20000,1,1,2024-09-20 21:25:44,6,2,386.96,inadimplente,0,2025-03-25 13:12:16,1
355.2,2023-11-21 18:54:25,"75.671637, -139.342507",2019-03-13 18:54:25,1,0,0,26,1,5000,0,5,2019-06-07 18:54:25,8,5,435.56,inadimplente,0,2023-11-05 08:45:30,0
87.03,2024-07-08 13:09:03,"-12.087377, 81.594709",2019-01-13 13:09:03,1,0,1,37,0,1000,0,4,2019-03-14 13:09:03,7,1,122.13,bom,1,2024-06-22 23:35:08,0
185.97,2024-11-07 07:52:12,"-30.438928, -79.863433",2019-02-01 07:52:12,0,1,1,69,0,1000,1,3,2019-04-15 07:52:12,7,0,449.6,atrasado,1,2024-10-22 23:37:54,0
49.94,2025-01-14 09:29:26,"86.520733, 88.286027",2024-10-04 09:29:26,0,0,1,70,0,20000,0,0,2024-12-20 09:29:26,9,5,544.58,atrasado,0,2024-12-23 05:58:12,1
5.48,2024-10-23 05:24:33,"-24.598354, -160.460923",2022-03-25 05:24:33,1,0,1,78,1,10000,0,0,2022-06-17 05:24:33,3,0,312.92,atrasado,1,2024-10-09 01:13:26,1
807.0,2023-08-26 21:18:52,"36.37729, -163.51988",2021-09-23 21:18:52,1,0,0,70,0,5000,0,1,2021-10-08 21:18:52,6,1,348.1,atrasado,0,2023-08-10 11:35:36,0
368.52,2024-04-29 11:08:56,"46.286882, -163.25987",2017-02-22 11:08:56,0,0,1,76,0,10000,0,4,2017-02-28 11:08:56,8,3,322.39,inadimplente,1,2024-04-04 18:53:54,0
257.61,2025-03-30 15:50:31,"34.527188, -117.485903",2016-01-08 15:50:31,0,0,0,67,1,20000,1,3,2016-03-25 15:50:31,3,2,459.32,atrasado,1,2025-03-16 09:06:18,1
817.1,2024-10-19 19:51:41,"54.86343, -130.255198",2017-12-18 19:51:41,1,1,1,45,0,2000,1,5,2018-01-31 19:51:41,10,1,248.88,inadimplente,0,2024-09-25 08:46:59,1
179.81,2023-10-30 20:25:19,"37.863491, 93.879009",2017-06-10 20:25:19,1,0,1,54,1,1000,0,0,2017-07-28 20:25:19,2,0,305.57,inadimplente,0,2023-10-21 03:31:08,1
268.41,2025-03-26 19:46:12,"45.033303, -122.063258",2021-12-09 19:46:12,1,0,0,25,1,2000,0,2,2022-02-04 19:46:12,1,4,409.42,inadimplente,0,2025-02-27 13:50:33,1
16.9,2025-01-07 06:23:33,"-47.232815, 102.350582",2015-12-25 06:23:33,1,0,0,66,1,10000,1,4,2015-12-31 06:23:33,0,5,198.79,atrasado,0,2024-12-16 18:11:09,0
231.26,2023-11-21 07:52:04,"74.067548, 73.666465",2016-07-18 07:52:04,1,1,0,42,1,10000,0,5,2016-07-27 07:52:04,2,1,134.51,inadimplente,0,2023-11-03 00:24:00,0
127.55,2024-05-09 22:23:05,"-12.868593, 20.375503",2022-10-25 22:23:05,0,0,1,18,1,10000,0,0,2022-11-13 22:23:05,5,4,266.42,bom,1,2024-04-16 02:51:06,1
76.31,2025-02-01 12:46:30,"-76.881457, 74.765362",2019-02-11 12:46:30,0,0,0,84,0,20000,0,3,2019-04-21 12:46:30,8,3,466.9,bom,1,2025-01-21 19:03:39,0
45.55,2024-12-21 23:46:22,"29.400206, -60.816047",2021-08-07 23:46:22,0,0,1,19,0,5000,1,1,2021-10-28 23:46:22,9,4,30.31,bom,0,2024-12-06 09:51:15,1
738.99,2023-08-28 08:45:57,"74.867837, 160.195561",2019-04-01 08:45:57,1,0,1,21,1,20000,1,3,2019-04-06 08:45:57,4,5,294.57,bom,1,2023-08-03 10:02:07,0
260.67,2024-01-10 02:26:06,"80.678128, -119.737869",2015-04-10 02:26:06,0,0,0,44,0,10000,0,1,2015-06-17 02:26:06,6,5,273.11,bom,0,2024-01-08 22:45:39,1
26.76,2024-02-24 12:04:07,"39.036291, -166.360927",2023-03-31 12:04:07,0,1,0,50,0,20000,0,2,2023-05-22 12:04:07,6,3,189.35,inadimplente,1,2024-02-03 11:33:29,1
209.26,2025-05-22 14:55:57,"-86.959626, 62.387544",2019-04-24 14:55:57,0,0,0,23,0,5000,0,2,2019-07-20 14:55:57,4,4,301.39,bom,1,2025-05-01 09:00:11,1
70.68,2024-04-12 09:04:53,"-18.879614, 57.860339",2018-11-19 09:04:53,0,0,0,35,1,20000,1,5,2018-12-07 09:04:53,4,5,297.59,inadimplente,1,2024-04-11 20:05:26,0
68.88,2024-06-28 17:18:14,"-67.817671, -178.189258",2017-09-20 17:18:14,1,0,0,57,0,5000,0,3,2017-12-11 17:18:14,8,1,296.72,bom,0,2024-06-18 00:04:03,1
249.61,2025-06-22 23:38:59,"-55.021281, -114.711125",2016-06-04 23:38:59,0,0,1,27,1,1000,1,0,2016-06-29 23:38:59,9,3,245.66,atrasado,1,2025-06-16 18:16:06,0
448.2,2024-09-21 11:00:14,"-71.99189, 43.02568",2022-06-22 11:00:14,1,0,1,75,1,20000,1,5,2022-09-04 11:00:14,2,4,34.9,inadimplente,1,2024-09-06 02:26:57,1
153.63,2023-11-06 01:49:12,"-59.644888, -67.242679",2014-12-15 01:49:12,0,0,1,53,1,2000,1,3,2015-02-12 01:49:12,7,2,409.15,atrasado,1,2023-10-10 07:04:33,0
50.61,2024-06-19 21:37:04,"-58.361371, 38.38596",2014-12-12 21:37:04,1,0,0,43,1,1000,0,0,2015-02-14 21:37:04,10,0,159.25,inadimplente,1,2024-05-22 06:10:33,0
309.85,2024-11-12 04:00:22,"73.134644, 18.573839",2018-09-09 04:00:22,1,0,0,64,1,2000,1,1,2018-11-07 04:00:22,8,4,222.22,bom,1,2024-10-25 12:04:20,0
7.71,2024-06-21 22:41:04,"29.282128, 125.273462",2015-05-07 22:41:04,0,0,0,75,0,2000,0,5,2015-07-07 22:41:04,5,0,393.57,bom,1,2024-06-10 16:40:35,0
8.24,2024-05-13 04:28:33,"-42.415719, -95.753279",2016-10-14 04:28:33,0,0,1,67,1,10000,0,0,2017-01-05 04:28:33,5,0,427.16,inadimplente,1,2024-04-30 09:41:26,0
